raw-pancreas-human-Baron.h5ad,raw-pancreas-mouse-Baron.h5ad
SOD3,Sod3
PLEKHG6,Plekhg6
RNF169,Rnf169
IER5L,Ier5l
TRMT1L,Trmt1l
FANCI,Fanci
HPN,Hpn
IGFBP5,Igfbp5
GLYATL3,Glyatl3
SLC37A2,Slc37a2
ZSWIM4,Zswim4
SPPL2B,Sppl2b
ASIC2,Asic2
CENPQ,Cenpq
NRN1L,Nrn1l
CNTN4,Cntn4
EXOC8,Exoc8
RGS3,Rgs3
SPRTN,Sprtn
EDC4,Edc4
RAB36,Rab36
INSIG2,Insig2
TOLLIP,Tollip
WASHC3,Washc3
MMUT,Mmut
TNP1,Tnp1
RNF2,Rnf2
TADA2A,Tada2a
NPY1R,Npy1r
LURAP1L,Lurap1l
APMAP,Apmap
LZTS2,Lzts2
TTC14,Ttc14
ERBB3,Erbb3
DSCAM,Dscam
ADAMTS8,Adamts8
IL10,Il10
TEAD2,Tead2
PDZD7,Pdzd7
ITIH4,Itih4
VSIR,Vsir
ZBTB44,Zbtb44
CCDC114,Ccdc114
CHRDL2,Chrdl2
PHF10,Phf10
ITGA2B,Itga2b
EXTL1,Extl1
RSBN1,Rsbn1
SMG5,Smg5
CDC42SE1,Cdc42se1
KHK,Khk
KLHL24,Klhl24
STX17,Stx17
KCNMA1,Kcnma1
AIP,Aip
RNF152,Rnf152
C6orf120,1600012H06Rik
GPR6,Gpr6
HIC1,Hic1
C19orf53,D8Ertd738e
THG1L,Thg1l
IMPG2,Impg2
TAS2R42,Tas2r131
KIF16B,Kif16b
CCDC149,Ccdc149
SNAPIN,Snapin
DPH1,Dph1
CCL2,Ccl2
AKIRIN2,Akirin2
MLLT11,Mllt11
MAF,Maf
MRI1,Mri1
ZNF436,Zfp46
ELAC1,Elac1
ICA1,Ica1
PHTF1,Phtf1
ITPRID2,Itprid2
GABPB2,Gabpb2
ZNF850,Zfp619
ILF2,Ilf2
TBCA,Tbca
PI15,Pi15
PRKCI,Prkci
NAF1,Naf1
CCL7,Ccl7
DDX55,Ddx55
TMIGD1,Tmigd1
ARID4B,Arid4b
OR9Q2,Olfr1497
MAPKAPK2,Mapkapk2
CDH23,Cdh23
MTREX,Mtrex
SOX30,Sox30
CCDC196,Gm6657
UGT2A3,Ugt2a3
TCTN3,Tctn3
ST14,St14
ME2,Me2
ECHDC1,Echdc1
ATP2B4,Atp2b4
TP73,Trp73
OR9Q1,Olfr1500
PHF20L1,Phf20l1
CRISPLD1,Crispld1
SMIM10L1,Smim10l1
MED15,Med15
OVCA2,Ovca2
FIG4,Fig4
CLTC,Cltc
CD37,Cd37
CCL11,Ccl11
MS4A2,Ms4a2
MIF4GD,Mif4gd
METTL5,Mettl5
SLC30A9,Slc30a9
ATP5F1B,Atp5b
RNF157,Rnf157
SSB,Ssb
PLPP1,Plpp1
SOWAHA,Sowaha
NUCB2,Nucb2
HSD17B4,Hsd17b4
FBXO32,Fbxo32
TTF1,Ttf1
GPHN,Gphn
NPR3,Npr3
RNF146,Rnf146
JCHAIN,Jchain
KLHL38,Klhl38
CCDC130,Ccdc130
DYRK3,Dyrk3
KCNN2,Kcnn2
SPAG17,Spag17
FAAH,Faah
PRIMPOL,Primpol
TUB,Tub
MCM9,Mcm9
GGA3,Gga3
IK,Ik
TRRAP,Trrap
ABLIM1,Ablim1
RFX4,Rfx4
UGT2A2,Ugt2a2
DPF2,Dpf2
CCDC39,Ccdc39
KRBA1,Krba1
MECR,Mecr
GALNT17,Galnt17
RIC3,Ric3
CDK1,Cdk1
CDH8,Cdh8
ASF1A,Asf1a
PLAG1,Plag1
AXIN2,Axin2
WDR3,Wdr3
KIAA0825,2210408I21Rik
SLC3A2,Slc3a2
ANKS4B,Anks4b
DUSP26,Dusp26
CENPU,Cenpu
EPC2,Epc2
CCT5,Cct5
DNMT3A,Dnmt3a
RPS26,Rps26
TAS1R2,Tas1r2
GALNT15,Galnt15
SETX,Setx
DYNLRB2,Dynlrb2
ABCC6,Abcc6
TRIO,Trio
MMRN2,Mmrn2
GNPTAB,Gnptab
ATG4C,Atg4c
UNC79,Unc79
SLC44A4,Slc44a4
CD9,Cd9
TESMIN,Tesmin
PAQR6,Paqr6
CDYL2,Cdyl2
GDAP2,Gdap2
MRPS7,Mrps7
SLC9A1,Slc9a1
SCAMP3,Scamp3
ALDH4A1,Aldh4a1
MRO,Mro
PIGS,Pigs
IGLON5,Iglon5
GPR27,Gpr27
GGPS1,Ggps1
GLI3,Gli3
ABCG1,Abcg1
PROK2,Prok2
PRR14L,Prr14l
PLOD1,Plod1
COL11A2,Col11a2
ZNF618,Zfp618
SERPINE2,Serpine2
GMIP,Gmip
METTL21C,Mettl21c
ERP44,Erp44
LGI2,Lgi2
STMP1,1810058I24Rik
BCR,Bcr
CCDC168,Gm8251
MAPK4,Mapk4
SLC26A4,Slc26a4
RTN4RL1,Rtn4rl1
LRATD1,Lratd1
EXOSC5,Exosc5
PXN,Pxn
RNF122,Rnf122
HLCS,Hlcs
DRAM1,Dram1
FOXD3,Foxd3
B9D1,B9d1
UTP3,Utp3
MAGI3,Magi3
PACSIN3,Pacsin3
SNX11,Snx11
YPEL1,Ypel1
CUL4B,Cul4b
BNIPL,Bnipl
C19orf54,BC024978
TMEM91,Tmem91
SMAP1,Smap1
DDX56,Ddx56
KCNH2,Kcnh2
CGREF1,Cgref1
DISC1,Disc1
IFNE,Ifne
GGN,Ggn
SNRPA,Snrpa
PRPF31,Prpf31
ARL4A,Arl4a
LRRTM1,Lrrtm1
LIPT2,Lipt2
RET,Ret
OXNAD1,Oxnad1
SPRED3,Spred3
KCNE3,Kcne3
CTNNA2,Ctnna2
SPOCK1,Spock1
CRYM,Crym
MS4A3,Ms4a3
SLC1A3,Slc1a3
SULT1B1,Sult1b1
DDX59,Ddx59
TM4SF1,Tm4sf1
TTI2,Tti2
MSMP,Msmp
ITPKC,Itpkc
GBA2,Gba2
PDSS1,Pdss1
OOSP2,Oosp2
PITPNB,Pitpnb
SUPT5H,Supt5
VSTM2B,Vstm2b
GOLGB1,Golgb1
B3GAT2,B3gat2
PPIL2,Ppil2
MAK16,Mak16
INVS,Invs
WIZ,Wiz
NME4,Nme4
OR8I2,Olfr1104
FAM170A,Fam170a
CYP27A1,Cyp27a1
C1orf56,Gm128
RAD9B,Rad9b
LEPROT,Leprot
OTP,Otp
AP5S1,Ap5s1
TMED8,Tmed8
CDC42EP2,Cdc42ep2
AMBP,Ambp
TLE4,Tle4
CCDC28A,Ccdc28a
MMP25,Mmp25
SAMD15,Samd15
SP3,Sp3
DYSF,Dysf
ETFRF1,Etfrf1
KIAA2013,2510039O18Rik
TSPAN17,Tspan17
ZEB2,Zeb2
MAP3K5,Map3k5
TEX10,Tex10
AMPH,Amph
DPH3,Dph3
PIGN,Pign
OR5AU1,Olfr221
CALCR,Calcr
BEND4,Bend4
NTNG2,Ntng2
PPTC7,Pptc7
UBA1,Uba1
KCNK7,Kcnk7
KRAS,Kras
RGP1,Rgp1
TFF2,Tff2
GABRA1,Gabra1
OR10G6,Olfr981
C10orf90,D7Ertd443e
PTCHD4,Ptchd4
AK9,Ak9
ARHGAP36,Arhgap36
IKZF4,Ikzf4
DSC3,Dsc3
PAFAH2,Pafah2
IL5RA,Il5ra
GAL,Gal
CARD9,Card9
LMO1,Lmo1
HCFC1R1,Hcfc1r1
MN1,Mn1
BICDL2,Bicdl2
FAM174C,Fam174c
AGBL2,Agbl2
SNAPC4,Snapc4
MED19,Med19
LPAR2,Lpar2
EIF2B1,Eif2b1
S1PR2,S1pr2
PSMD8,Psmd8
RUFY3,Rufy3
IQSEC3,Iqsec3
SUV39H2,Suv39h2
LEMD3,Lemd3
RIPPLY3,Ripply3
CELF4,Celf4
BTBD18,Btbd18
SCN1A,Scn1a
BMPR1A,Bmpr1a
HKDC1,Hkdc1
OPN5,Opn5
FLNC,Flnc
ABCF1,Abcf1
THOC6,Thoc6
TLN1,Tln1
SDK1,Sdk1
DCLRE1C,Dclre1c
OOSP1,Oosp1
ACSS1,Acss1
TFF1,Tff1
TPRKB,Tprkb
ROCK2,Rock2
XYLT1,Xylt1
POLRMT,Polrmt
RTN1,Rtn1
FUT10,Fut10
TRIM36,Trim36
HLTF,Hltf
NDST1,Ndst1
CMC2,Cmc2
PMS1,Pms1
ACACA,Acaca
FAM189B,Fam189b
PDE6D,Pde6d
TAF6,Taf6
PMF1,Pmf1
TIMM13,Timm13
RPS14,Rps14
TMPRSS9,Tmprss9
DNAJC9,Dnajc9
DCUN1D5,Dcun1d5
NEU1,Neu1
PUDP,Pudp
TEP1,Tep1
B9D2,B9d2
MRC2,Mrc2
SEPTIN8,Septin8
OR10S1,Olfr982
ABCA1,Abca1
GPATCH8,Gpatch8
SCN1B,Scn1b
DUT,Dut
UBALD2,Ubald2
CEP290,Cep290
DIO3,Dio3
ADGRF4,Adgrf4
NPPB,Nppb
SCIN,Scin
EAPP,Eapp
PCF11,Pcf11
APLP2,Aplp2
C10orf105,Gm17455
ZSCAN20,Zscan20
NXNL2,Nxnl2
MMP13,Mmp13
CBX1,Cbx1
HBE1,Hbb-y
CRISP1,Crisp4
ZNF496,Zkscan17
COLEC12,Colec12
S1PR3,S1pr3
SHANK2,Shank2
CAMKK1,Camkk1
PAIP1,Paip1
PLAU,Plau
SRSF3,Srsf3
OR4D5,Olfr984
ZBTB32,Zbtb32
OR8D4,Olfr985
HUS1,Hus1
KPNA4,Kpna4
C17orf78,Gm11437
VSX1,Vsx1
DTNA,Dtna
SDHAF4,Sdhaf4
TBC1D9B,Tbc1d9b
PRELP,Prelp
CNBD1,Cnbd1
ADGRF2,Adgrf2
ADAMTSL3,Adamtsl3
OPTC,Optc
SRSF4,Srsf4
UBXN2A,Ubxn2a
CREB3,Creb3
NPPA,Nppa
RIC8B,Ric8b
ANXA6,Anxa6
MCM7,Mcm7
TMEM225,Tmem225
C12orf29,4930430F08Rik
PPP1R14D,Ppp1r14d
DND1,Dnd1
OPRM1,Oprm1
MCTS1,Mcts1
CRBN,Crbn
ANK1,Ank1
GDI2,Gdi2
ZNF667,Zfp667
FAM124B,Fam124b
DSCC1,Dscc1
WDR55,Wdr55
IGF1R,Igf1r
SLC25A44,Slc25a44
CENPN,Cenpn
EFNA2,Efna2
GTF2H3,Gtf2h3
CCDC15,Ccdc15
AGAP3,Agap3
RPS15A,Rps15a
NOBOX,Nobox
RPL36AL,Gm6525
TMED4,Tmed4
PREB,Preb
TRIM2,Trim2
WDR41,Wdr41
RGS9,Rgs9
SUOX,Suox
IFTAP,B230118H07Rik
ARL14,Arl14
OR6X1,Olfr986
OCLN,Ocln
ENTPD6,Entpd6
ENTPD1,Entpd1
RAB5B,Rab5b
PPM1L,Ppm1l
TGFB1,Tgfb1
AEBP2,Aebp2
SUB1,Sub1
ALOX5AP,Alox5ap
RPS16,Rps16
SHISA3,Shisa3
TRIB2,Trib2
LIPI,Lipi
ZNF583,Zfp583
ATP8A1,Atp8a1
AP4M1,Ap4m1
CCDC102A,Ccdc102a
PGGT1B,Pggt1b
MRPS16,Mrps16
MARCHF10,Marchf10
TRNT1,Trnt1
CD2AP,Cd2ap
RTN4IP1,Rtn4ip1
ATP6V1F,Atp6v1f
OR51B4,Olfr66
STK33,Stk33
AHI1,Ahi1
TP53I11,Trp53i11
ABHD1,Abhd1
HNRNPR,Hnrnpr
KIF12,Kif12
CNGB3,Cngb3
INHBE,Inhbe
MTAP,Mtap
COMMD3,Commd3
GLI1,Gli1
AFF3,Aff3
PSKH1,Pskh1
CRYBG1,Crybg1
CBLIF,Cblif
SLC13A4,Slc13a4
TASOR2,Tasor2
GNL1,Gnl1
ZNF582,Gm3854
LSMEM1,Lsmem1
FMOD,Fmod
ATMIN,Atmin
CTRL,Ctrl
BPHL,Bphl
SEPSECS,Sepsecs
PPP1R1C,Ppp1r1c
BTG2,Btg2
COPS6,Cops6
INHBC,Inhbc
SPTBN2,Sptbn2
TMPRSS3,Tmprss3
FAM180A,Fam180a
ARHGAP9,Arhgap9
RYBP,Rybp
KIAA0319,D130043K22Rik
MRPL16,Mrpl16
GYG1,Gyg
KCP,Kcp
DEFB113,Defb18
PRR3,Prr3
NFIX,Nfix
CC2D2B,Cc2d2b
IGSF1,Igsf1
LCAT,Lcat
PGPEP1L,Pgpep1l
C16orf46,1700030J22Rik
TPK1,Tpk1
RAG2,Rag2
SLC12A4,Slc12a4
SQSTM1,Sqstm1
JARID2,Jarid2
CUL3,Cul3
UNC119,Unc119
RAG1,Rag1
DCP1B,Dcp1b
FADS1,Fads1
DEFB110,Defb41
CDKN2B,Cdkn2b
AUTS2,Auts2
NFE2L1,Nfe2l1
C1GALT1C1,C1galt1c1
TM4SF4,Tm4sf4
CCNJ,Ccnj
NOXRED1,Noxred1
CCDC85A,Ccdc85a
SNRPB2,Snrpb2
TUBB2A,Tubb2a
ADGRG5,Adgrg5
WWTR1,Wwtr1
SPINT1,Spint1
MSANTD3,Msantd3
CDCA5,Cdca5
MRNIP,Mrnip
RBM4B,Rbm4b
DRG1,Drg1
TMEM200B,Tmem200b
NLRP3,Nlrp3
WEE2,Wee2
TFAP2D,Tfap2d
PAX7,Pax7
CCDC97,Ccdc97
CACNA1C,Cacna1c
RBM14,Rbm14
MARVELD2,Marveld2
OTOR,Otor
PET100,Pet100
GNA13,Gna13
KCNJ11,Kcnj11
ERC2,Erc2
FEN1,Fen1
DMRTA1,Dmrta1
GBA,Gba
PCP2,Pcp2
EEF1AKNMT,Eef1aknmt
SFI1,Sfi1
KLF18,Zfp352
CCDC112,Ccdc112
MTPN,Mtpn
SHQ1,Shq1
TMEM258,Tmem258
TRPM3,Trpm3
CD300LG,Cd300lg
CCM2,Ccm2
BCAP29,Bcap29
MEDAG,Medag
PI4K2B,Pi4k2b
ATP6V1FNB,Atp6v1fnb
BMS1,Bms1
TUBB2B,Tubb2b
FZD2,Fzd2
CALHM6,Calhm6
GRM1,Grm1
HCLS1,Hcls1
NHSL1,Nhsl1
NDFIP1,Ndfip1
GABRA6,Gabra6
QRICH2,Qrich2
SKIL,Skil
ALDH5A1,Aldh5a1
C8orf37,2610301B20Rik
COX8C,Cox8b
OR51M1,Olfr631
ZNF532,Zfp532
KLHDC7A,Klhdc7a
KIF14,Kif14
GTF2H5,Gtf2h5
MEIOC,Meioc
GUCA2A,Guca2a
LYL1,Lyl1
VWF,Vwf
PRKAG3,Prkag3
PSMB10,Psmb10
MEIS3,Meis3
NCBP3,Ncbp3
NXPH1,Nxph1
NMRAL1,Nmral1
E2F7,E2f7
PMEL,Pmel
HARS2,Hars2
PLEKHF2,Plekhf2
SPAG9,Spag9
DUSP22,Dusp22
CDKN1A,Cdkn1a
A2M,A2m
KMT2E,Kmt2e
ANXA9,Anxa9
CDK2,Cdk2
DBF4,Dbf4
ZCCHC4,Zcchc4
MMP12,Mmp12
CACNA1F,Cacna1f
ARL6IP1,Arl6ip1
INHBA,Inhba
RANBP3L,Ranbp3l
GUCA2B,Guca2b
SIPA1L2,Sipa1l2
RAD54L,Rad54l
HARS1,Hars
MED27,Med27
ATAD2B,Atad2b
TFAP2B,Tfap2b
DHX40,Dhx40
PRUNE1,Prune1
ZNF248,Zfp248
FEM1C,Fem1c
ATG9B,Atg9b
VCL,Vcl
MINDY1,Mindy1
TMEFF1,Tmeff1
DGKA,Dgka
RHBDF1,Rhbdf1
ANAPC4,Anapc4
PGAP6,Tmem8
ACTN1,Actn1
SEMA3E,Sema3e
TNFRSF21,Tnfrsf21
NOS3,Nos3
DLL1,Dll1
AP3M1,Ap3m1
ZNF202,Zfp202
SCN9A,Scn9a
SRPK2,Srpk2
FAM184A,Fam184a
LRRC41,Lrrc41
UBASH3A,Ubash3a
PCSK2,Pcsk2
GXYLT2,Gxylt2
DUS4L,Dus4l
CLDN11,Cldn11
GBX1,Gbx1
SSBP1,Ssbp1
TMEM263,Tmem263
FAM120B,Fam120b
LRRC45,Lrrc45
C7orf57,Gm11992
CREBBP,Crebbp
NDUFAF6,Ndufaf6
MTERF2,Mterf2
CERS2,Cers2
SUN3,Sun3
CHRM2,Chrm2
WNT6,Wnt6
MAP10,Map10
OR5AS1,Olfr1111
DSC2,Dsc2
EFEMP1,Efemp1
LMNB2,Lmnb2
KLHL33,Klhl33
THOC1,Thoc1
INSR,Insr
B3GALNT1,B3galnt1
COMMD2,Commd2
AATK,Aatk
RICTOR,Rictor
KALRN,Kalrn
OR51I1,Olfr640
ADGRF1,Adgrf1
ATPSCKMT,Atpsckmt
STRC,Strc
OR52D1,Olfr646
ZNF438,Zfp438
SLC16A10,Slc16a10
DEPTOR,Deptor
EIF2D,Eif2d
NFX1,Nfx1
CLDN6,Cldn6
ITGAX,Itgax
OR51I2,Olfr641
PDE1C,Pde1c
MAPRE2,Mapre2
OSBP2,Osbp2
FBXO10,Fbxo10
COG5,Cog5
COPZ2,Copz2
PYGB,Pygb
PSMG4,Psmg4
PKD1L2,Pkd1l2
PBX4,Pbx4
SETDB1,Setdb1
TMED7,Tmed7
FBXO40,Fbxo40
EIF4A2,Eif4a2
EIF4ENIF1,Eif4enif1
GPR22,Gpr22
CAVIN4,Cavin4
FBXL5,Fbxl5
UBE2J2,Ube2j2
STX3,Stx3
HBP1,Hbp1
ZNF518A,Zfp518a
CLDN9,Cldn9
FOXN1,Foxn1
TAS2R1,Tas2r119
POU5F2,Pou5f2
FAM172A,Fam172a
LINC00514,1520401A03Rik
USP14,Usp14
CHIT1,Chit1
POLR1E,Polr1e
MEIOB,Meiob
CILP2,Cilp2
NBEAL1,Nbeal1
OR2B11,Olfr222
HEBP2,Hebp2
KATNAL2,Katnal2
TANC2,Tanc2
WIF1,Wif1
C9orf50,1700001O22Rik
STYXL1,Styxl1
MTERF3,Mterf3
EHBP1L1,Ehbp1l1
NDUFA4,Ndufa4
SAXO2,Saxo2
CLCN6,Clcn6
SLC66A3,Pqlc3
BLMH,Blmh
ASB10,Asb10
NTPCR,Ntpcr
TP53INP1,Trp53inp1
MRPL28,Mrpl28
BEST3,Best3
PTDSS1,Ptdss1
ARRDC4,Arrdc4
NACAD,Nacad
LHX6,Lhx6
WRAP73,Wrap73
TEX26,Tex26
SLC25A40,Slc25a40
CPNE3,Cpne3
TUFM,Tufm
NAALADL1,Naaladl1
MRPL4,Mrpl4
VPS8,Vps8
SPRY4,Spry4
UQCRB,Uqcrb
TPRG1L,Tprgl
PTPN13,Ptpn13
NIPSNAP1,Nipsnap1
CSMD1,Csmd1
SAC3D1,Sac3d1
PRPSAP1,Prpsap1
CHI3L1,Chil1
DENND3,Dennd3
IQCA1L,Iqca1l
UQCRC2,Uqcrc2
ADORA2A,Adora2a
ITGAD,Itgad
TSSK6,Tssk6
AC011448.1,Yjefn3
NDUFA13,Ndufa13
RAD17,Rad17
GABRB2,Gabrb2
GUCD1,Gucd1
STARD3,Stard3
LONRF2,Lonrf2
RBM11,Rbm11
DCAF5,Dcaf5
WNT2,Wnt2
ZNF25,Zfp9
KIF5C,Kif5c
MSMB,Msmb
OSGEPL1,Osgepl1
RASSF5,Rassf5
ZNF510,Zfp819
PIGP,Pigp
PDZD9,Pdzd9
PLPPR1,Plppr1
PTN,Ptn
CCDC93,Ccdc93
FBLN7,Fbln7
AC119676.1,AL607142.1
HIVEP3,Hivep3
CEACAM18,Ceacam18
GRIA3,Gria3
WWP1,Wwp1
LRRC10,Lrrc10
RFC4,Rfc4
SEMA4A,Sema4a
ARHGAP26,Arhgap26
FAHD1,Fahd1
NOLC1,Nolc1
ZEB1,Zeb1
HAGH,Hagh
ZC3H8,Zc3h8
CASP3,Casp3
DHX34,Dhx34
TRAF6,Traf6
RAB30,Rab30
FERMT2,Fermt2
COX6A2,Cox6a2
ORMDL1,Gm28778
UPB1,Upb1
NLRP6,Nlrp6
ABCC1,Abcc1
BST1,Bst1
TFPI2,Tfpi2
ANKUB1,Ankub1
PKMYT1,Pkmyt1
YPEL2,Ypel2
C5orf52,4921536K21Rik
GADD45B,Gadd45b
CCDC43,Ccdc43
WNT10A,Wnt10a
CHCHD7,Chchd7
BLNK,Blnk
WNT5A,Wnt5a
TNNT1,Tnnt1
SLC13A2,Slc13a2
MYB,Myb
PAQR4,Paqr4
UPK1A,Upk1a
MAVS,Mavs
CNTNAP2,Cntnap2
CSRP2,Csrp2
ABCC8,Abcc8
TTC3,Ttc3
RMDN1,Rmdn1
LMNTD1,Lmntd1
RAB3B,Rab3b
COX6B1,Cox6b1
AXIN1,Axin1
FGL1,Fgl1
RAB44,Rab44
BCO1,Bco1
ZC3H6,Zc3h6
ZFP28,Zfp28
LSM6,Lsm6
ETV2,Etv2
FGF1,Fgf1
MDH2,Mdh2
BACE2,Bace2
TCF23,Tcf23
KREMEN2,Kremen2
NHLRC3,Nhlrc3
FAM91A1,Fam91a1
SUPV3L1,Supv3l1
GRSF1,Grsf1
PROX2,Prox2
BFSP1,Bfsp1
FLYWCH1,Flywch1
ZMAT2,Zmat2
EXD2,Exd2
EFL1,Efl1
RAC3,Rac3
BOK,Bok
PORCN,Porcn
HNRNPUL1,Hnrnpul1
RBP7,Rbp7
RHOV,Rhov
TPRN,Tprn
C5AR2,C5ar2
FBLN2,Fbln2
SPTAN1,Sptan1
HSPA1L,Hspa1l
TAS2R3,Tas2r137
MOSMO,Mosmo
GAN,Gan
AQP3,Aqp3
KLHL29,Klhl29
TAS2R4,Tas2r108
MPP2,Mpp2
KDM1A,Kdm1a
CFAP44,Cfap44
PRDM10,Prdm10
GALNT16,Galnt16
DDIAS,Ddias
JUP,Jup
SNX15,Snx15
VAMP4,Vamp4
CSN1S1,Csn1s1
ADGRF5,Adgrf5
FXR1,Fxr1
HDAC9,Hdac9
BAZ2A,Baz2a
HK3,Hk3
FAM135A,Fam135a
SLC10A6,Slc10a6
TCAP,Tcap
CRYBA4,Cryba4
IGFALS,Igfals
ANGPTL1,Angptl1
C5AR1,C5ar1
COPS7B,Cops7b
ABHD12,Abhd12
ANO2,Ano2
PCLO,Pclo
HIPK3,Hipk3
GNGT1,Gngt1
UPP1,Upp1
RALGPS2,Ralgps2
DOCK1,Dock1
ANKIB1,Ankib1
PDIA2,Pdia2
HAGHL,Haghl
PSMB1,Psmb1
PHC2,Phc2
PRIMA1,Prima1
PCDHGB7,Pcdhgb7
GATAD2A,Gatad2a
PCDHGC3,Pcdhgc3
RGS11,Rgs11
SLC7A14,Slc7a14
OR10V1,Olfr1420
GNG7,Gng7
ATP10B,Atp10b
AP001054.1,AC160405.1
AGPAT3,Agpat3
DSTN,Dstn
ASZ1,Asz1
FAM89B,Fam89b
TENT5C,Tent5c
INAFM1,Inafm1
GNG11,Gng11
CDO1,Cdo1
CFAP70,Cfap70
DSC1,Dsc1
OSGEP,Osgep
CHPF2,Chpf2
ARHGDIG,Arhgdig
TNFSF12,Tnfsf12
PATL1,Patl1
SMARCD3,Smarcd3
PNMT,Pnmt
PCDHGA5,Pcdhga5
LENG1,Leng1
PCDHA13,Pcdha12
TMC4,Tmc4
PGGHG,Pgghg
DCXR,Dcxr
SPAG1,Spag1
DAND5,Dand5
CIAO3,Ciao3
LRTM1,Lrtm1
TNFSF13,Tnfsf13
PWWP3A,Pwwp3a
GADD45GIP1,Gadd45gip1
RSPH1,Rsph1
RAD23A,Rad23a
VIPAS39,Vipas39
ACO1,Aco1
LUZP1,Luzp1
CACNA2D3,Cacna2d3
PCDHA1,Pcdha1
DNAJC19,Dnajc19
ANKRD66,Ankrd66
TNFSF12-TNFSF13,Tnfsfm13
INSYN2A,Insyn2a
LRRN1,Lrrn1
PCDHGA11,Pcdhga11
ARL2,Arl2
SCN3B,Scn3b
CNOT3,Cnot3
VPS18,Vps18
MMP3,Mmp3
HEPACAM,Hepacam
CDK5R2,Cdk5r2
UNC5A,Unc5a
BATF2,Batf2
HPS5,Hps5
MORN3,Morn3
ARMC5,Armc5
PRSS37,Prss37
FOXK1,Foxk1
ZNF397,Zfp397
DUSP18,Dusp18
PROSER1,Proser1
IFITM5,Ifitm5
OR9A1P,Olfr461
HASPIN,Haspin
OR9A4,Olfr460
ITGAE,Itgae
POMC,Pomc
NMNAT1,Nmnat1
TSPYL1,Tspyl1
INPP5D,Inpp5d
PCDHB14,Pcdhb20
ERFL,Erfl
NMD3,Nmd3
THOC5,Thoc5
PCDHB3,Pcdhb3
SLC22A23,Slc22a23
RELCH,Relch
PCDHGC5,Pcdhgc5
CEP131,Cep131
IRF4,Irf4
STXBP2,Stxbp2
C5orf34,4833420G17Rik
SDR16C5,Sdr16c5
SCARF2,Scarf2
THAP4,Thap4
SLC35E4,Slc35e4
SRRM3,Srrm3
RUNDC3B,Rundc3b
YEATS2,Yeats2
SUGCT,Sugct
ADAM11,Adam11
MTHFD1L,Mthfd1l
SKA1,Ska1
ATG4B,Atg4b
KCNF1,Kcnf1
GRAMD1A,Gramd1a
BAAT,Baat
PDE3A,Pde3a
RARS2,Rars2
ELOVL3,Elovl3
ATG12,Atg12
PITX3,Pitx3
AOPEP,Aopep
OSBP,Osbp
ALG6,Alg6
CATSPER2,Catsper2
GINS1,Gins1
PCDHGA6,Pcdhga6
AHCYL2,Ahcyl2
PIAS2,Pias2
ITIH3,Itih3
PPP2R5C,Ppp2r5c
CLEC5A,Clec5a
GDPD1,Gdpd1
DHX29,Dhx29
PGAP3,Pgap3
MRPL50,Mrpl50
PLA2G7,Pla2g7
PCDHAC2,Pcdhac2
ZNF189,Zfp189
PDIA3,Pdia3
OR4D11,Olfr1423
UBQLN3,Ubqln3
STOML3,Stoml3
OSBPL3,Osbpl3
UBQLNL,Ubqlnl
SFXN3,Sfxn3
AP3S1,Ap3s1
PCDHB2,Pcdhb2
MYBPH,Mybph
ATXN2L,Atxn2l
BBOX1,Bbox1
FEV,Fev
SLC7A13,Slc7a13
TMEM134,Tmem134
STMN1,Stmn1
MYOC,Myoc
MTCH2,Mtch2
ADORA1,Adora1
PCDHA2,Pcdha2
ATP6V0D2,Atp6v0d2
P3H4,P3h4
DLL4,Dll4
STARD3NL,Stard3nl
ARFGEF3,Arfgef3
PXDC1,Pxdc1
RABAC1,Rabac1
STK26,Stk26
CHST10,Chst10
BRSK2,Brsk2
FIBIN,Fibin
RRBP1,Rrbp1
SLC25A2,Slc25a2
PCDHA10,Pcdha9
PRPS1L1,Prps1l1
FREM2,Frem2
TAS2R38,Tas2r138
HSPA13,Hspa13
PFKFB3,Pfkfb3
PPM1G,Ppm1g
ALDOB,Aldob
FRMD7,Frmd7
CXXC1,Cxxc1
PCDHGB4,Pcdhgb4
FHDC1,Fhdc1
NPPC,Nppc
NOL6,Nol6
EDN2,Edn2
AXL,Axl
ANGPT2,Angpt2
TSPAN18,Tspan18
LRTOMT,Lrrc51
KLHL3,Klhl3
LZIC,Lzic
FAM181A,Fam181a
PCDHB13,Pcdhb16
FOXO6,Foxo6
PCDHB15,Pcdhb22
TMEM267,Tmem267
OGDH,Ogdh
MCPH1,Mcph1
PCDHGA12,Pcdhga12
HES2,Hes2
TDRD6,Tdrd6
C1QTNF12,C1qtnf12
PSD3,Psd3
RASSF8,Rassf8
CCT2,Cct2
FKBP10,Fkbp10
BACH1,Bach1
B3GALT6,B3galt6
CRYBA2,Cryba2
MAN1A2,Man1a2
AP5Z1,Ap5z1
NR2F2,Nr2f2
CACNA1A,Cacna1a
CPNE5,Cpne5
SMG8,Smg8
C1orf158,1700012P22Rik
NANP,Nanp
PCDHB7,Pcdhb15
LRRC9,Lrrc9
NT5C3B,Nt5c3b
PCDHGB6,Pcdhgb6
NINL,Ninl
CHTOP,Chtop
SMG1,Smg1
LAMTOR1,Lamtor1
NR2F1,Nr2f1
TNNI3,Tnni3
CCL28,Ccl28
ST8SIA5,St8sia5
PIP4P1,Pip4p1
LVRN,Lvrn
NUBP2,Nubp2
